KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,Final_Price,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
ELD567M160AR2(1),160.0,200.0,560.0,cylindrical,0,,,,25.0,30.0,1.8,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,461.6208142,227.9698886,183.4559391,175.366154,142.4223455,256.4560079,126.6499381,101.9199662,97.42564109,79.12352529,135.6367331,66.98374505,53.90433767,51.52733907,41.84755338,105.1469632,51.92647463,41.78718613,39.94451285,32.44064537,84.63048261,41.79447958,33.63358884,32.15046156,26.11076335,6.007071697,2.966572181,2.387312152,2.282039777,1.853341995,3.337262054,1.648095656,1.326284529,1.267799876,1.029634442,1.76504082,0.87165948,0.701457151,0.670525268,0.544562216,1.368277442,0.675719219,0.543776657,0.519797949,0.422150121,1.101296478,0.543871567,0.437673895,0.418373959,0.339779366
ELD567M160AS1(1),160.0,200.0,560.0,cylindrical,0,,,,30.0,25.0,1.8,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,461.6208142,227.9698886,183.4559391,175.366154,142.4223455,256.4560079,126.6499381,101.9199662,97.42564109,79.12352529,135.6367331,66.98374505,53.90433767,51.52733907,41.84755338,105.1469632,51.92647463,41.78718613,39.94451285,32.44064537,84.63048261,41.79447958,33.63358884,32.15046156,26.11076335,6.167260276,3.045680772,2.45097381,2.342894171,1.902764448,3.426255709,1.692044874,1.361652116,1.301607873,1.05709136,1.812108575,0.894903733,0.720162675,0.688405942,0.559083875,1.404764841,0.693738398,0.558277368,0.533659228,0.433407458,1.130664384,0.558374808,0.449345198,0.429530598,0.348840149
ELD687M160AQ5(1),160.0,200.0,680.0,cylindrical,0,,,,22.0,45.0,2.2,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.008250313,3.461000878,2.785197511,2.66237974,2.162232328,3.893472396,1.922778265,1.547331951,1.479099856,1.201240182,2.05921429,1.01693606,0.818366676,0.782279479,0.635322585,1.596323682,0.788339089,0.6344061,0.606430941,0.492508475,1.284845891,0.634516828,0.510619544,0.488102952,0.39640926
ELD687M160AR3(1),160.0,200.0,680.0,cylindrical,0,,,,25.0,35.0,2.2,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,61.65672,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,6.80801459,3.362115138,2.705620439,2.586311748,2.100454261,3.782230328,1.867841744,1.503122466,1.43683986,1.166919034,2.000379596,0.987880744,0.794984771,0.759928637,0.617170511,1.550714434,0.765815115,0.616280211,0.589104343,0.478436804,1.248136008,0.616387775,0.496030414,0.474157154,0.385083281
ELD687M160AS2(1),160.0,200.0,680.0,cylindrical,0,,,,30.0,30.0,2.2,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.088344603,3.500555174,2.81702834,2.692806937,2.186943554,3.937969224,1.944752874,1.565015744,1.496003854,1.214968641,2.082748167,1.028558187,0.827719438,0.791219816,0.642583415,1.614567382,0.797348678,0.641656455,0.61336158,0.498137143,1.299529844,0.641768448,0.516455196,0.493681272,0.400939652
ELD827M160AQ6(1),160.0,200.0,820.0,cylindrical,0,,,,22.0,50.0,2.6,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,315.9826982,156.0469942,125.5768823,120.0393674,97.48909849,175.5459434,86.69277454,69.76493459,66.68853742,54.16061027,92.84429897,45.8508452,36.89789874,35.27082646,28.64494499,71.97383681,35.54403756,28.60362318,27.34230034,22.20585021,57.93016133,28.6086156,23.02242842,22.00721735,17.87300139,8.129570363,4.014761018,3.230829113,3.088360499,2.5081895,4.51642798,2.230422788,1.794905063,1.715755833,1.393438611,2.388688576,1.17964583,0.949305344,0.907444196,0.736974199,1.851735472,0.914473343,0.735911076,0.703459891,0.571309831,1.490421233,0.73603952,0.592318671,0.566199425,0.459834742
ELD827M160AR4(1),160.0,200.0,820.0,cylindrical,0,,,,25.0,40.0,2.6,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,315.9826982,156.0469942,125.5768823,120.0393674,97.48909849,175.5459434,86.69277454,69.76493459,66.68853742,54.16061027,92.84429897,45.8508452,36.89789874,35.27082646,28.64494499,71.97383681,35.54403756,28.60362318,27.34230034,22.20585021,57.93016133,28.6086156,23.02242842,22.00721735,17.87300139,7.889287496,3.896098131,3.135336627,2.997078908,2.43405582,4.382937498,2.164498962,1.741853681,1.665043838,1.352253234,2.318086943,1.144779451,0.921247058,0.880623185,0.71519171,1.797004374,0.887444574,0.714160009,0.682667973,0.554423826,1.446369374,0.714284657,0.574811715,0.549464466,0.446243567
ELD827M160AS2(1),160.0,200.0,820.0,cylindrical,0,,,,30.0,30.0,2.6,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,315.9826982,156.0469942,125.5768823,120.0393674,97.48909849,175.5459434,86.69277454,69.76493459,66.68853742,54.16061027,92.84429897,45.8508452,36.89789874,35.27082646,28.64494499,71.97383681,35.54403756,28.60362318,27.34230034,22.20585021,57.93016133,28.6086156,23.02242842,22.00721735,17.87300139,7.809193206,3.856543835,3.103505798,2.966651711,2.409344594,4.33844067,2.142524353,1.724169888,1.648139839,1.338524774,2.294553066,1.133157324,0.911894296,0.871682848,0.707930881,1.778760675,0.878434985,0.706909654,0.675737334,0.548795157,1.431685421,0.707033036,0.568976063,0.543886147,0.441713176
ELD827M160AT1(1),160.0,200.0,820.0,cylindrical,0,,,,35.0,25.0,2.6,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,64.82175,315.9826982,156.0469942,125.5768823,120.0393674,97.48909849,175.5459434,86.69277454,69.76493459,66.68853742,54.16061027,92.84429897,45.8508452,36.89789874,35.27082646,28.64494499,71.97383681,35.54403756,28.60362318,27.34230034,22.20585021,57.93016133,28.6086156,23.02242842,22.00721735,17.87300139,7.969381785,3.935652427,3.167167455,3.027506105,2.458767047,4.427434325,2.18647357,1.759537475,1.681947836,1.365981693,2.341620821,1.156401577,0.93059982,0.889563522,0.72245254,1.815248073,0.896454164,0.721410365,0.689598613,0.560052494,1.461053327,0.721536278,0.580647367,0.555042786,0.450773959
ELD108M160AR5(1),160.0,200.0,1000.0,cylindrical,0,,,,25.0,45.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,81.56169,258.767724,127.7915714,102.8386814,98.30384405,79.83675144,143.7598467,70.99531742,57.13260076,54.6132467,44.3537508,76.03298558,37.54863455,30.21679773,28.88433936,23.45820598,58.94153714,29.10808014,23.42436631,22.39143115,18.18503783,47.44074941,23.42845475,18.85375825,18.02237141,14.63673776,8.610136099,4.252086793,3.421814085,3.270923681,2.65645686,4.783408944,2.36227044,1.901007825,1.817179823,1.475809367,2.529891842,1.249378588,1.005421916,0.961086217,0.780539176,1.961197667,0.968530881,0.779413208,0.745043727,0.60508184,1.578524952,0.779549245,0.627332582,0.599669341,0.487017091
ELD108M160AS3(1),160.0,200.0,1000.0,cylindrical,0,,,,30.0,35.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,64.47768,258.767724,127.7915714,102.8386814,98.30384405,79.83675144,143.7598467,70.99531742,57.13260076,54.6132467,44.3537508,76.03298558,37.54863455,30.21679773,28.88433936,23.45820598,58.94153714,29.10808014,23.42436631,22.39143115,18.18503783,47.44074941,23.42845475,18.85375825,18.02237141,14.63673776,8.610136099,4.252086793,3.421814085,3.270923681,2.65645686,4.783408944,2.36227044,1.901007825,1.817179823,1.475809367,2.529891842,1.249378588,1.005421916,0.961086217,0.780539176,1.961197667,0.968530881,0.779413208,0.745043727,0.60508184,1.578524952,0.779549245,0.627332582,0.599669341,0.487017091
ELD108M160AT2(1),160.0,200.0,1000.0,cylindrical,0,,,,35.0,30.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,258.767724,127.7915714,102.8386814,98.30384405,79.83675144,143.7598467,70.99531742,57.13260076,54.6132467,44.3537508,76.03298558,37.54863455,30.21679773,28.88433936,23.45820598,58.94153714,29.10808014,23.42436631,22.39143115,18.18503783,47.44074941,23.42845475,18.85375825,18.02237141,14.63673776,8.850418967,4.37074968,3.517306571,3.362205272,2.73059054,4.916899426,2.428194267,1.954059206,1.867891818,1.516994744,2.600493474,1.284244968,1.033480202,0.987907228,0.802321665,2.015928765,0.995559649,0.801164275,0.765835645,0.621967845,1.622576811,0.801304108,0.644839538,0.6164043,0.500608266
ELD128M160AS4(1),160.0,200.0,1200.0,cylindrical,0,,,,30.0,40.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,215.8564934,106.6000042,85.78503069,82.00220157,66.59749115,119.9202741,59.22222458,47.65835038,45.55677865,36.99860619,63.42450053,31.32197656,25.20597198,24.09447404,19.56815172,49.16731239,24.28111208,19.53992366,18.67827925,15.16942854,39.57369046,19.54333411,15.72725563,15.03373695,12.20954004,9.811550439,4.845401229,3.899276515,3.727331636,3.027125259,5.450861355,2.691889572,2.166264731,2.070739798,1.681736255,2.882900005,1.423710485,1.145713347,1.095191271,0.889451619,2.234853155,1.103674724,0.88816854,0.849003317,0.689511865,1.798784247,0.888323559,0.714867361,0.683344133,0.554972964
ELD128M160AT3(1),160.0,200.0,1200.0,cylindrical,0,,,,35.0,35.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,215.8564934,106.6000042,85.78503069,82.00220157,66.59749115,119.9202741,59.22222458,47.65835038,45.55677865,36.99860619,63.42450053,31.32197656,25.20597198,24.09447404,19.56815172,49.16731239,24.28111208,19.53992366,18.67827925,15.16942854,39.57369046,19.54333411,15.72725563,15.03373695,12.20954004,10.09188045,4.983841264,4.010684416,3.833826826,3.113614552,5.606600251,2.768800702,2.228158009,2.129903792,1.729785862,2.965268577,1.464387927,1.178448014,1.12648245,0.914864523,2.298706103,1.135208288,0.913544784,0.873260555,0.709212203,1.850178083,0.913704232,0.735292143,0.702868251,0.570829335
ELD158M160AS6(1),160.0,200.0,1500.0,cylindrical,0,,,,30.0,50.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,172.9452628,85.40843714,68.73138001,65.70055909,53.35823086,96.08070155,47.44913174,38.1841,36.50031061,29.64346159,50.81601549,25.09531857,20.19514622,19.30460872,15.67809746,39.39308764,19.45414401,15.655481,14.96512735,12.15381925,31.70663151,15.65821348,12.600753,12.0451025,9.782342324,11.01296478,5.438715665,4.376738946,4.183739592,3.397793658,6.118313766,3.021508703,2.431521637,2.324299773,1.887663143,3.235908169,1.598042381,1.286004777,1.229296325,0.998364062,2.508508644,1.238818568,0.996923871,0.952962907,0.773941889,2.019043543,0.997097872,0.80240214,0.767018925,0.622928837
ELD158M160AT4(1),160.0,200.0,1500.0,cylindrical,0,,,,35.0,40.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,172.9452628,85.40843714,68.73138001,65.70055909,53.35823086,96.08070155,47.44913174,38.1841,36.50031061,29.64346159,50.81601549,25.09531857,20.19514622,19.30460872,15.67809746,39.39308764,19.45414401,15.655481,14.96512735,12.15381925,31.70663151,15.65821348,12.600753,12.0451025,9.782342324,11.01296478,5.438715665,4.376738946,4.183739592,3.397793658,6.118313766,3.021508703,2.431521637,2.324299773,1.887663143,3.235908169,1.598042381,1.286004777,1.229296325,0.998364062,2.508508644,1.238818568,0.996923871,0.952962907,0.773941889,2.019043543,0.997097872,0.80240214,0.767018925,0.622928837
ELD188M160AT5(1),160.0,200.0,1800.0,cylindrical,0,,,,35.0,45.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,144.3377757,71.28072573,57.36227955,54.83279744,44.53205733,80.18765317,39.60040318,31.86793309,30.46266524,24.74003185,42.41035879,20.94421324,16.85459572,16.11136517,13.08472796,32.8769378,16.23616531,13.06585257,12.48969275,10.14341306,26.46192555,13.06813305,10.51641792,10.05267953,8.164210511,12.01414339,5.933144362,4.774624305,4.564079555,3.70668399,6.674524108,3.296191312,2.652569058,2.535599753,2.059268884,3.530081639,1.743318961,1.402914302,1.341050536,1.089124432,2.736554884,1.351438438,1.087553314,1.039595899,0.844300242,2.202592956,1.087743133,0.875347789,0.836747918,0.679558732
ELD228M160AT6(1),160.0,200.0,2200.0,cylindrical,0,,,,35.0,50.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,117.030629,57.79518303,46.5099564,44.45902495,36.10707351,65.01701609,32.10843501,25.83886466,24.6994583,20.05948529,34.3867774,16.98179452,13.66588842,13.06326906,10.60923888,26.6569766,13.16445836,10.59393451,10.1267779,8.224388967,21.45561531,10.59578355,8.526825339,8.15082124,6.619630144,14.01650063,6.922001756,5.570395022,5.324759481,4.324464655,7.786944793,3.845556531,3.094663901,2.958199711,2.402480364,4.118428579,2.033872121,1.636733352,1.564558958,1.27064517,3.192647365,1.576678178,1.268812199,1.212861882,0.985016949,2.569691782,1.269033655,1.021239087,0.976205905,0.79281852
ELD277M180AQ1(1),180.0,225.0,270.0,cylindrical,0,,,,22.0,25.0,1.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,958.3508171,473.2783321,380.8648652,364.0700154,295.6768131,532.4171206,262.9324067,211.5915918,202.2611197,164.2648962,281.5894994,139.0620284,111.9084419,106.9736588,86.87787842,218.2910195,107.8022868,86.75255262,82.92705907,67.34860743,175.6976498,86.76769422,69.82522528,66.74616949,54.20741574,3.404007295,1.681057569,1.35281022,1.293155874,1.050227131,1.891115164,0.933920872,0.751561233,0.71841993,0.583459517,1.000189798,0.493940372,0.397492386,0.379964318,0.308585256,0.775357217,0.382907557,0.308140106,0.294552171,0.239218402,0.624068004,0.308193888,0.248015207,0.237078577,0.192541641
ELD337M180AQ2(1),180.0,225.0,330.0,cylindrical,0,,,,22.0,30.0,1.2,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,784.105214,387.2277263,311.6167079,297.8754672,241.9173925,435.6140078,215.1265146,173.1203933,165.4863706,134.3985514,230.3914086,113.7780233,91.56145243,87.52390269,71.08190052,178.6017432,88.20187099,70.97936123,67.84941196,55.10340608,143.7526226,70.99174982,57.12972977,54.61050231,44.35152197,4.405185911,2.175486266,1.750695578,1.673495837,1.359117463,2.447325506,1.208603481,0.972608655,0.929719909,0.755065257,1.294363268,0.639216952,0.514401911,0.49171853,0.399345625,1.003403458,0.495527427,0.398769548,0.381185163,0.309576755,0.807617417,0.398839149,0.320960856,0.30680757,0.249171535
ELD397M180AQ3(1),180.0,225.0,390.0,cylindrical,0,,,,22.0,35.0,1.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,663.1735641,327.5060371,263.5564196,251.9344747,204.6067499,368.4297578,181.9477984,146.4202331,139.9635971,113.6704166,194.8584053,96.23016894,77.44003439,74.02519133,60.11902034,151.0562007,74.59859735,60.03229557,57.38507479,46.60487081,121.5818201,60.04277348,48.31867692,46.18798703,37.51123748,5.286223094,2.610583519,2.100834694,2.008195004,1.630940956,2.936790608,1.450324177,1.167130386,1.115663891,0.906078309,1.553235921,0.767060343,0.617282293,0.590062236,0.47921475,1.204084149,0.594632913,0.478523458,0.457422195,0.371492107,0.9691409,0.478606979,0.385153027,0.368169084,0.299005842
ELD397M180AR1(1),180.0,225.0,390.0,cylindrical,0,,,,25.0,25.0,1.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,663.1735641,327.5060371,263.5564196,251.9344747,204.6067499,368.4297578,181.9477984,146.4202331,139.9635971,113.6704166,194.8584053,96.23016894,77.44003439,74.02519133,60.11902034,151.0562007,74.59859735,60.03229557,57.38507479,46.60487081,121.5818201,60.04277348,48.31867692,46.18798703,37.51123748,5.005893081,2.472143484,1.989426794,1.901699814,1.544451663,2.781051712,1.373413047,1.105237108,1.056499897,0.858028701,1.47086735,0.7263829,0.584547626,0.558771057,0.453801847,1.140231202,0.563099349,0.453147214,0.433164958,0.351791768,0.917747065,0.453226305,0.364728245,0.348644966,0.283149471
ELD277M180AQ4(1),180.0,225.0,270.0,cylindrical,0,,,,22.0,40.0,1.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,958.3508171,473.2783321,380.8648652,364.0700154,295.6768131,532.4171206,262.9324067,211.5915918,202.2611197,164.2648962,281.5894994,139.0620284,111.9084419,106.9736588,86.87787842,218.2910195,107.8022868,86.75255262,82.92705907,67.34860743,175.6976498,86.76769422,69.82522528,66.74616949,54.20741574,5.886930263,2.907240737,2.339565909,2.236398982,1.816275155,3.270516813,1.615133743,1.299758838,1.242443879,1.009041753,1.729740003,0.854226291,0.687428008,0.657114763,0.533670972,1.340911893,0.662204835,0.532901124,0.50940199,0.413707119,1.079270548,0.532994135,0.428920417,0.41000648,0.332983778
ELD477M180AR2(1),180.0,225.0,470.0,cylindrical,0,,,,25.0,30.0,1.7,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,550.0439561,271.6373602,218.5967951,208.9574173,169.7032455,305.5799756,150.9096446,121.4426639,116.087454,94.27958084,161.6178538,79.81443424,64.22967559,61.39736458,49.86342276,125.28779,61.87295427,49.79149221,47.59585615,38.65462814,100.841392,49.80018271,40.07607909,38.30885983,31.11226168,5.606600251,2.768800702,2.228158009,2.129903792,1.729785862,3.114777917,1.538222612,1.23786556,1.183279885,0.960992146,1.647371432,0.813548848,0.654693341,0.625823583,0.508258068,1.277058946,0.630671271,0.50752488,0.485144753,0.39400678,1.027876713,0.507613462,0.408495635,0.390482362,0.317127408
ELD567M180AQ5(1),180.0,225.0,560.0,cylindrical,0,,,,22.0,45.0,2.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,461.6208142,227.9698886,183.4559391,175.366154,142.4223455,256.4560079,126.6499381,101.9199662,97.42564109,79.12352529,135.6367331,66.98374505,53.90433767,51.52733907,41.84755338,105.1469632,51.92647463,41.78718613,39.94451285,32.44064537,84.63048261,41.79447958,33.63358884,32.15046156,26.11076335,6.80801459,3.362115138,2.705620439,2.586311748,2.100454261,3.782230328,1.867841744,1.503122466,1.43683986,1.166919034,2.000379596,0.987880744,0.794984771,0.759928637,0.617170511,1.550714434,0.765815115,0.616280211,0.589104343,0.478436804,1.248136008,0.616387775,0.496030414,0.474157154,0.385083281
ELD567M180AR3(1),180.0,225.0,560.0,cylindrical,0,,,,25.0,35.0,2.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,461.6208142,227.9698886,183.4559391,175.366154,142.4223455,256.4560079,126.6499381,101.9199662,97.42564109,79.12352529,135.6367331,66.98374505,53.90433767,51.52733907,41.84755338,105.1469632,51.92647463,41.78718613,39.94451285,32.44064537,84.63048261,41.79447958,33.63358884,32.15046156,26.11076335,6.527684578,3.223675103,2.594212539,2.479816558,2.013964968,3.626491432,1.790930613,1.441229188,1.377675866,1.118869427,1.918011024,0.947203302,0.762250104,0.728637458,0.591757608,1.486861487,0.734281551,0.590903967,0.564847105,0.458736465,1.196742173,0.591007102,0.475605632,0.454633036,0.369226911
ELD567M180AS1(1),180.0,225.0,560.0,cylindrical,0,,,,30.0,25.0,2.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,461.6208142,227.9698886,183.4559391,175.366154,142.4223455,256.4560079,126.6499381,101.9199662,97.42564109,79.12352529,135.6367331,66.98374505,53.90433767,51.52733907,41.84755338,105.1469632,51.92647463,41.78718613,39.94451285,32.44064537,84.63048261,41.79447958,33.63358884,32.15046156,26.11076335,6.407543144,3.16434366,2.546466296,2.434175763,1.976898128,3.559746191,1.7579687,1.414703498,1.352319868,1.098276738,1.882710208,0.929770112,0.748220961,0.715226952,0.580866364,1.459495938,0.720767167,0.580028434,0.554451146,0.450293463,1.174716243,0.580129671,0.466852154,0.446265556,0.362431324
ELD687M180AQ6(1),180.0,225.0,680.0,cylindrical,0,,,,22.0,50.0,2.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.488816049,3.698326652,2.976182483,2.844942922,2.310499687,4.160453361,2.054625918,1.653434713,1.580523846,1.283610937,2.200417555,1.086668819,0.874483248,0.835921501,0.678887562,1.705785878,0.842396626,0.677908232,0.648014777,0.526280484,1.372949609,0.678026553,0.545633455,0.521572869,0.423591609
ELD687M180AR4(1),180.0,225.0,680.0,cylindrical,0,,,,25.0,40.0,2.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.288580326,3.599440913,2.896605411,2.76887493,2.248721621,4.049211292,1.999689396,1.609225229,1.53826385,1.249289789,2.141582861,1.057613503,0.851101343,0.813570658,0.660735489,1.66017663,0.819872652,0.659782344,0.630688178,0.512208814,1.336239726,0.659897501,0.531044325,0.50762707,0.41226563
ELD687M180AS2(1),180.0,225.0,680.0,cylindrical,0,,,,30.0,30.0,2.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.208486037,3.559886617,2.864774583,2.738447733,2.224010394,4.004714465,1.977714787,1.591541435,1.521359852,1.23556133,2.118048984,1.045991376,0.841748581,0.804630321,0.653474659,1.641932931,0.810863063,0.652531988,0.623757539,0.506580145,1.321555773,0.65264588,0.525208674,0.502048751,0.407735239
ELD687M180AT1(1),180.0,225.0,680.0,cylindrical,0,,,,35.0,25.0,2.4,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,380.9997143,188.1554292,151.4157469,144.7388257,117.5485838,211.6665079,104.530794,84.11985941,80.4104587,65.30476876,111.9480642,55.28517549,44.49005898,42.52819816,34.53896659,86.78326825,42.85762554,34.48914236,32.96828807,26.77495519,69.84994762,34.49516202,27.7595536,26.53545137,21.55057369,7.368674615,3.638995209,2.92843624,2.799302127,2.273432847,4.09370812,2.021664005,1.626909022,1.555167848,1.263018249,2.165116739,1.069235629,0.860454105,0.822510995,0.667996318,1.678420329,0.828882242,0.667032699,0.637618818,0.517837482,1.350923679,0.667149122,0.536879977,0.51320539,0.416796022
ELD827M180AR5(1),180.0,225.0,820.0,cylindrical,0,,,,25.0,45.0,3.0,105,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,0.15,,315.9826982,156.0469942,125.5768823,120.0393674,97.48909849,175.5459434,86.69277454,69.76493459,66.68853742,54.16061027,92.84429897,45.8508452,36.89789874,35.27082646,28.64494499,71.97383681,35.54403756,28.60362318,27.34230034,22.20585021,57.93016133,28.6086156,23.02242842,22.00721735,17.87300139,8.209664653,4.054315314,3.262659941,3.118787696,2.532900727,4.560924807,2.252397397,1.812588856,1.732659831,1.40716707,2.412222454,1.191267956,0.958658106,0.916384533,0.744235028,1.869979171,0.923482933,0.743161431,0.710390531,0.576938499,1.505105186,0.743291141,0.598154323,0.571777744,0.464365133
