KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR /mohm 20deg 100 Hz,ESR /mohm 20deg 120 Hz,ESR /mohm 125deg 5 kHz,ESR /mohm 20deg 100 kHz,ESR /mohm 25deg 100 kHz,ESR /mohm 105deg 100 kHz,ESR /mohm 125deg 100 kHz,Ripple /A 40deg 100 Hz,Ripple /A 85deg 100 Hz,Ripple /A 105deg 100 Hz,Ripple /A 125deg 100 Hz,Ripple /A 85deg 120 Hz,Ripple /A 105deg 120 Hz,Ripple /A 60deg 5 kHz,Ripple /A 80deg 5 kHz,Ripple /A 85deg 5 kHz,Ripple /A 100deg 5 kHz,Ripple /A 105deg 5 kHz,Ripple /A 125deg 5 kHz,Ripple /A 140deg 5 kHz,Ripple /A 150deg 5 kHz,Ripple /A 40deg 10 kHz,Ripple /A 85deg 10 kHz,Ripple /A 105deg 10 kHz,Ripple /A 40deg 20 kHz,Ripple /A 25deg 100 kHz,Ripple /A 90deg 100 kHz,Ripple /A 105deg 100 kHz,Ripple /A 125deg 100 kHz,Ripple /A 135deg 100kHz,Ripple /A 150deg 100kHz,ESR_vs_frequency_100,ESR_vs_frequency_1000,ESR_vs_frequency_10000,ESR_vs_frequency_100000,ESR_vs_frequency_1000000,ESR_vs_temperature_0,ESR_vs_temperature_40,ESR_vs_temperature_80,ESR_vs_temperature_120,ESR_vs_temperature_160,current_ratio_vs_frequency_100,current_ratio_vs_frequency_1000,current_ratio_vs_frequency_10000,current_ratio_vs_frequency_100000,current_ratio_vs_frequency_1000000,current_ratio_vs_temperature_0,current_ratio_vs_temperature_40,current_ratio_vs_temperature_80,current_ratio_vs_temperature_120,current_ratio_vs_temperature_160
A700X227M2R5ATE009,2.5,,220,rectangular,1,73,43,43,,,0.033,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X227M2R5ATE010,2.5,,220,rectangular,1,73,43,43,,,0.033,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X227M2R5ATE015,2.5,,220,rectangular,1,73,43,43,,,0.033,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V337M2R5ATE4R5,2.5,,330,rectangular,1,73,43,21,,,0.05,125,1000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,4.5,,,,,,,,,,,,,,,,,,,,,7.75,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V337M2R5ATE006,2.5,,330,rectangular,1,73,43,21,,,0.05,125,1000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,6,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V337M2R5ATE009,2.5,,330,rectangular,1,73,43,21,,,0.05,125,1000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X337M2R5ATE010,2.5,,330,rectangular,1,73,43,43,,,0.05,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X337M2R5ATE015,2.5,,330,rectangular,1,73,43,43,,,0.05,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V477M2R5ATE4R5,2.5,,470,rectangular,1,73,43,21,,,0.0705,105,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,4.5,,,,,,,,,,,,,,,,,,,,,7.75,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V477M2R5ATE006,2.5,,470,rectangular,1,73,43,21,,,0.0705,105,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,6,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V477M2R5ATE009,2.5,,470,rectangular,1,73,43,21,,,0.0705,105,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5.48,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X477M2R5ATE005,2.5,,470,rectangular,1,73,43,43,,,0.07,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,5,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X477M2R5ATE007,2.5,,470,rectangular,1,73,43,43,,,0.07,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,7,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X477M2R5ATE010,2.5,,470,rectangular,1,73,43,43,,,0.07,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X477M2R5ATE015,2.5,,470,rectangular,1,73,43,43,,,0.07,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X567M2R5ATE4R5,2.5,,560,rectangular,1,73,43,43,,,0.084,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,4.5,,,,,,,,,,,,,,,,,,,,,7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X567M2R5ATE006,2.5,,560,rectangular,1,73,43,43,,,0.084,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,6,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X567M2R5ATE009,2.5,,560,rectangular,1,73,43,43,,,0.084,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V686M004ATE020,4,,68,rectangular,1,73,43,20,,,0.016,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,20,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V686M004ATE028,4,,68,rectangular,1,73,43,20,,,0.016,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V826M004ATE016,4,,82,rectangular,1,73,43,20,,,0.02,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,16,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V826M004ATE018,4,,82,rectangular,1,73,43,20,,,0.02,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V826M004ATE025,4,,82,rectangular,1,73,43,20,,,0.02,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V826M004ATE028,4,,82,rectangular,1,73,43,20,,,0.02,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D107M004ATE018,4,,100,rectangular,1,73,43,31,,,0.024,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D107M004ATE025,4,,100,rectangular,1,73,43,31,,,0.024,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D107M004ATE028,4,,100,rectangular,1,73,43,31,,,0.024,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V107M004ATE025,4,,100,rectangular,1,73,43,20,,,0.024,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V107M004ATE028,4,,100,rectangular,1,73,43,20,,,0.024,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D127M004ATE015,4,,120,rectangular,1,73,43,31,,,0.029,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D127M004ATE018,4,,120,rectangular,1,73,43,31,,,0.029,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D157M004ATE015,4,,150,rectangular,1,73,43,31,,,0.036,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D157M004ATE018,4,,150,rectangular,1,73,43,31,,,0.036,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V157M004ATE015,4,,150,rectangular,1,73,43,20,,,0.036,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V157M004ATE016,4,,150,rectangular,1,73,43,20,,,0.036,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,16,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V157M004ATE018,4,,150,rectangular,1,73,43,20,,,0.036,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D187M004ATE012,4,,180,rectangular,1,73,43,31,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,12,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D187M004ATE015,4,,180,rectangular,1,73,43,31,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D187M004ATE018,4,,180,rectangular,1,73,43,31,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X187M004ATE010,4,,180,rectangular,1,73,43,43,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X187M004ATE015,4,,180,rectangular,1,73,43,43,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X187M004ATE018,4,,180,rectangular,1,73,43,43,,,0.043,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D227M004ATE009,4,,220,rectangular,1,73,43,31,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D227M004ATE010,4,,220,rectangular,1,73,43,31,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700D227M004ATE015,4,,220,rectangular,1,73,43,31,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X227M004ATE009,4,,220,rectangular,1,73,43,43,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,9,,,,,,,,,,,,,,,,,,,,,5,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X227M004ATE010,4,,220,rectangular,1,73,43,43,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X227M004ATE015,4,,220,rectangular,1,73,43,43,,,0.053,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X277M004ATE010,4,,270,rectangular,1,73,43,43,,,0.065,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X277M004ATE015,4,,270,rectangular,1,73,43,43,,,0.065,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X337M004ATE008,4,,330,rectangular,1,73,43,43,,,0.079,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,8,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X337M004ATE010,4,,330,rectangular,1,73,43,43,,,0.079,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,10,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700X337M004ATE015,4,,330,rectangular,1,73,43,43,,,0.079,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V106M006ATE055,6.3,,10,rectangular,1,73,43,20,,,0.003,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,55,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V226M006ATE028,6.3,,22,rectangular,1,73,43,20,,,0.006,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V226M006ATE045,6.3,,22,rectangular,1,73,43,20,,,0.006,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,45,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V336M006ATE018,6.3,,33,rectangular,1,73,43,20,,,0.008,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V336M006ATE025,6.3,,33,rectangular,1,73,43,20,,,0.008,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V336M006ATE028,6.3,,33,rectangular,1,73,43,20,,,0.008,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V476M006ATE018,6.3,,47,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V476M006ATE025,6.3,,47,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V476M006ATE028,6.3,,47,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V566M006ATE018,6.3,,56,rectangular,1,73,43,20,,,0.014,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V566M006ATE025,6.3,,56,rectangular,1,73,43,20,,,0.014,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,25,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V566M006ATE028,6.3,,56,rectangular,1,73,43,20,,,0.014,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,28,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V686M006ATE015,6.3,,68,rectangular,1,73,43,20,,,0.017,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,15,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
A700V686M006ATE018,6.3,,68,rectangular,1,73,43,20,,,0.017,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,,,,,18,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.821784665,0.087702329,0.027759093,0.02,0.020689353,0.122141117,0.073732723,0.06,0.042288914,0.022320198,0.044318182,0.3,0.7,1,1,1,1,1,1,1
