KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
A700V477M002ATE006,2,,470,rectangular,1,73,43,21,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,327.7120717,34.97401841,11.06979774,7.975619059,8.250519778,197.829396,21.11270696,6.682486212,4.814628565,4.98057742,160.9836616,17.18046429,5.437872837,3.917903766,4.052944639,113.4637371,12.10905296,3.832695616,2.761398259,2.856577124,59.88645432,6.391189513,2.022906673,1.457473153,1.507708805,365.9451467,39.05432055,12.36127414,8.906107949,9.213080419,220.9094922,23.57585611,7.462109603,5.376335231,5.561644786,179.7650888,19.18485179,6.072291335,4.374992538,4.525788181,126.7011731,13.5217758,4.279843438,3.083561389,3.189844455,66.87320732,7.136828289,2.258912451,1.627511688,1.683608165
A700V477M002ATE009,2,,470,rectangular,1,73,43,21,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,491.5681075,52.46102761,16.60469661,11.96342859,12.37577967,296.744094,31.66906044,10.02372932,7.221942847,7.470866131,241.4754924,25.77069643,8.156809256,5.876855649,6.079416959,170.1956057,18.16357943,5.749043424,4.142097389,4.284865686,89.82968147,9.586784269,3.034360009,2.18620973,2.261563207,300.4027323,32.05951687,10.14731459,7.310984137,7.562976464,181.343613,19.35331472,6.125612361,4.413409518,4.565529302,147.5683565,15.74875893,4.984716768,3.591411785,3.715199253,104.0084257,11.09996521,3.513304315,2.531281738,2.61852903,54.89591646,5.858590387,1.854331117,1.336017057,1.382066404
A700V477M002PTE009,2,,470,rectangular,1,73,43,21,,,0.056,125,3000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,491.5681075,52.46102761,16.60469661,11.96342859,12.37577967,296.744094,31.66906044,10.02372932,7.221942847,7.470866131,241.4754924,25.77069643,8.156809256,5.876855649,6.079416959,170.1956057,18.16357943,5.749043424,4.142097389,4.284865686,89.82968147,9.586784269,3.034360009,2.18620973,2.261563207,300.4027323,32.05951687,10.14731459,7.310984137,7.562976464,181.343613,19.35331472,6.125612361,4.413409518,4.565529302,147.5683565,15.74875893,4.984716768,3.591411785,3.715199253,104.0084257,11.09996521,3.513304315,2.531281738,2.61852903,54.89591646,5.858590387,1.854331117,1.336017057,1.382066404
A700D477M002ATE005,2,,470,rectangular,1,73,43,31,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,273.093393,29.14501534,9.224831448,6.646349216,6.875433149,164.85783,17.59392247,5.56873851,4.012190471,4.150481184,134.1530513,14.31705357,4.531560698,3.264919805,3.377453866,94.55311425,10.09087746,3.193913013,2.301165216,2.380480937,49.9053786,5.325991261,1.685755561,1.214560961,1.256424004,387.7926181,41.38592178,13.09926066,9.437815886,9.763115071,234.0981186,24.98336991,7.907608684,5.697310468,5.893683281,190.4973329,20.33021607,6.434816191,4.636186123,4.79598449,134.2654222,14.329046,4.535356479,3.267654607,3.38028293,70.86563761,7.56290759,2.393772896,1.724676565,1.784122085
A700D477M002ATE006,2,,470,rectangular,1,73,43,31,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,327.7120717,34.97401841,11.06979774,7.975619059,8.250519778,197.829396,21.11270696,6.682486212,4.814628565,4.98057742,160.9836616,17.18046429,5.437872837,3.917903766,4.052944639,113.4637371,12.10905296,3.832695616,2.761398259,2.856577124,59.88645432,6.391189513,2.022906673,1.457473153,1.507708805,355.021411,37.88851994,11.99228088,8.64025398,8.938063093,214.315179,22.87209921,7.239360063,5.215847612,5.395625539,174.3989667,18.61216965,5.891028907,4.244395746,4.390690026,122.9190485,13.1181407,4.152086917,2.991514781,3.094625218,64.87699218,6.923788639,2.191482229,1.578929249,1.633351205
A700X477M002ATE005,2,,470,rectangular,1,73,43,43,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,273.093393,29.14501534,9.224831448,6.646349216,6.875433149,164.85783,17.59392247,5.56873851,4.012190471,4.150481184,134.1530513,14.31705357,4.531560698,3.264919805,3.377453866,94.55311425,10.09087746,3.193913013,2.301165216,2.380480937,49.9053786,5.325991261,1.685755561,1.214560961,1.256424004,365.9451467,39.05432055,12.36127414,8.906107949,9.213080419,220.9094922,23.57585611,7.462109603,5.376335231,5.561644786,179.7650888,19.18485179,6.072291335,4.374992538,4.525788181,126.7011731,13.5217758,4.279843438,3.083561389,3.189844455,66.87320732,7.136828289,2.258912451,1.627511688,1.683608165
A700X477M002ATE007,2,,470,rectangular,1,73,43,43,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,382.3307503,40.80302147,12.91476403,9.304888902,9.625606408,230.800962,24.63149146,7.796233914,5.617066659,5.810673657,187.8142719,20.043875,6.344184977,4.570887727,4.728435412,132.37436,14.12722845,4.471478219,3.221631302,3.332673311,69.86753004,7.456387765,2.360057785,1.700385345,1.758993605,311.3264681,33.22531749,10.51630785,7.576838106,7.837993789,187.9379262,20.05707161,6.348361901,4.573897136,4.731548549,152.9344785,16.32144107,5.165979196,3.722008578,3.850297407,107.7905503,11.50360031,3.641060835,2.623328346,2.713748268,56.8921316,6.071630037,1.921761339,1.384599496,1.432323364
A700X477M002ATE010,2,,470,rectangular,1,73,43,43,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,546.1867861,58.29003068,18.4496629,13.29269843,13.7508663,329.71566,35.18784494,11.13747702,8.024380941,8.300962367,268.3061027,28.63410715,9.063121396,6.52983961,6.754907732,189.1062285,20.18175493,6.387826026,4.602330432,4.760961873,99.81075719,10.65198252,3.371511121,2.429121922,2.512848008,256.7077895,27.39631442,8.671341561,6.247568263,6.46290716,154.9663602,16.53828712,5.234614199,3.771459042,3.901452313,126.1038683,13.45803036,4.259667056,3.069024617,3.174806634,88.8799274,9.485424816,3.002278232,2.163095303,2.23765208,46.91105588,5.006431785,1.584610227,1.141687303,1.181038564
A700X477M002ATE015,2,,470,rectangular,1,73,43,43,,,0.056,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,819.2801791,87.43504601,27.67449434,19.93904765,20.62629945,494.57349,52.78176741,16.70621553,12.03657141,12.45144355,402.459154,42.95116072,13.59468209,9.794759415,10.1323616,283.6593428,30.27263239,9.58173904,6.903495648,7.14144281,149.7161358,15.97797378,5.057266682,3.643682883,3.769272011,213.0128466,22.73311196,7.195368529,5.184152388,5.362837856,128.5891074,13.72325953,4.343616038,3.129508567,3.237375323,104.63938,11.16730179,3.534617344,2.546637448,2.634414016,73.75142912,7.870884421,2.49125215,1.794908868,1.856775131,38.92619531,4.154273183,1.314889337,0.94735755,0.980010723
A700X567M002ATE4R5,2,,560,rectangular,1,73,43,43,,,0.067,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,245.7840537,26.2305138,8.302348303,5.981714294,6.187889834,148.372047,15.83453022,5.011864659,3.610971423,3.735433065,120.7377462,12.88534822,4.078404628,2.938427824,3.039708479,85.09780283,9.081789717,2.874521712,2.071048694,2.142432843,44.91484074,4.793392135,1.517180005,1.093104865,1.130781603,382.3307503,40.80302147,12.91476403,9.304888902,9.625606408,230.800962,24.63149146,7.796233914,5.617066659,5.810673657,187.8142719,20.043875,6.344184977,4.570887727,4.728435412,132.37436,14.12722845,4.471478219,3.221631302,3.332673311,69.86753004,7.456387765,2.360057785,1.700385345,1.758993605
A700X567M002ATE005,2,,560,rectangular,1,73,43,43,,,0.067,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,273.093393,29.14501534,9.224831448,6.646349216,6.875433149,164.85783,17.59392247,5.56873851,4.012190471,4.150481184,134.1530513,14.31705357,4.531560698,3.264919805,3.377453866,94.55311425,10.09087746,3.193913013,2.301165216,2.380480937,49.9053786,5.325991261,1.685755561,1.214560961,1.256424004,365.9451467,39.05432055,12.36127414,8.906107949,9.213080419,220.9094922,23.57585611,7.462109603,5.376335231,5.561644786,179.7650888,19.18485179,6.072291335,4.374992538,4.525788181,126.7011731,13.5217758,4.279843438,3.083561389,3.189844455,66.87320732,7.136828289,2.258912451,1.627511688,1.683608165
A700X567M002ATE006,2,,560,rectangular,1,73,43,43,,,0.067,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,327.7120717,34.97401841,11.06979774,7.975619059,8.250519778,197.829396,21.11270696,6.682486212,4.814628565,4.98057742,160.9836616,17.18046429,5.437872837,3.917903766,4.052944639,113.4637371,12.10905296,3.832695616,2.761398259,2.856577124,59.88645432,6.391189513,2.022906673,1.457473153,1.507708805,333.1739395,35.55691871,11.25429437,8.108546043,8.388028441,201.1265526,21.46458541,6.793860982,4.894872374,5.063587044,163.6667226,17.46680536,5.528504051,3.983202162,4.120493717,115.3547994,12.31087051,3.896573876,2.807421563,2.904186743,60.88456189,6.497709338,2.056621784,1.481764372,1.532837285
A700X567M002ATE009,2,,560,rectangular,1,73,43,43,,,0.067,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,491.5681075,52.46102761,16.60469661,11.96342859,12.37577967,296.744094,31.66906044,10.02372932,7.221942847,7.470866131,241.4754924,25.77069643,8.156809256,5.876855649,6.079416959,170.1956057,18.16357943,5.749043424,4.142097389,4.284865686,89.82968147,9.586784269,3.034360009,2.18620973,2.261563207,273.093393,29.14501534,9.224831448,6.646349216,6.875433149,164.85783,17.59392247,5.56873851,4.012190471,4.150481184,134.1530513,14.31705357,4.531560698,3.264919805,3.377453866,94.55311425,10.09087746,3.193913013,2.301165216,2.380480937,49.9053786,5.325991261,1.685755561,1.214560961,1.256424004
A700V686M2R5ATE020,2.5,,68,rectangular,1,73,43,20,,,0.01,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1092.373572,116.5800614,36.89932579,26.58539686,27.50173259,659.43132,70.37568988,22.27495404,16.04876188,16.60192473,536.6122053,57.26821429,18.12624279,13.05967922,13.50981546,378.212457,40.36350985,12.77565205,9.204660864,9.521923747,199.6215144,21.30396504,6.743022243,4.858243844,5.025696015,202.0891109,21.56731135,6.826375271,4.91829842,5.08782053,121.9947942,13.01950263,4.120866497,2.969020948,3.071356076,99.27325799,10.59461964,3.353354916,2.416040656,2.499315861,69.96930455,7.467249323,2.36349563,1.70286226,1.761555893,36.92998016,3.941233533,1.247459115,0.898775111,0.929753763
A700V686M2R5ATE028,2.5,,68,rectangular,1,73,43,20,,,0.01,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1529.323001,163.2120859,51.65905611,37.21955561,38.50242563,923.203848,98.52596583,31.18493565,22.46826664,23.24269463,751.2570875,80.17550001,25.37673991,18.28355091,18.91374165,529.4974398,56.50891379,17.88591287,12.88652521,13.33069325,279.4701201,29.82555106,9.44023114,6.801541382,7.035974421,169.3179037,18.06990951,5.719395498,4.120736514,4.262768552,102.2118546,10.90823193,3.452617876,2.487558092,2.573298334,83.17489183,8.876573216,2.809567633,2.024250279,2.094021397,58.62293084,6.256344027,1.980226068,1.426722434,1.475898181,30.94133473,3.302114582,1.045168448,0.753027796,0.778982882
A700V826M2R5ATE018,2.5,,82,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,983.136215,104.9220552,33.20939321,23.92685718,24.75155934,593.488188,63.33812089,20.04745864,14.44388569,14.94173226,482.9509848,51.54139286,16.31361851,11.7537113,12.15883392,340.3912113,36.32715887,11.49808685,8.284194777,8.569731372,179.6593629,19.17356854,6.068720018,4.37241946,4.523126414,213.0128466,22.73311196,7.195368529,5.184152388,5.362837856,128.5891074,13.72325953,4.343616038,3.129508567,3.237375323,104.63938,11.16730179,3.534617344,2.546637448,2.634414016,73.75142912,7.870884421,2.49125215,1.794908868,1.856775131,38.92619531,4.154273183,1.314889337,0.94735755,0.980010723
A700V826M2R5ATE025,2.5,,82,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1365.466965,145.7250767,46.12415724,33.23174608,34.37716574,824.28915,87.96961235,27.84369255,20.06095235,20.75240592,670.7652567,71.58526787,22.65780349,16.32459902,16.88726933,472.7655713,50.45438732,15.96956507,11.50582608,11.90240468,249.526893,26.6299563,8.428777803,6.072804805,6.282120019,180.2416394,19.23571012,6.088388756,4.386590482,4.537785878,108.8061678,11.61198883,3.675367416,2.648045711,2.739317581,88.54101388,9.449255359,2.990830061,2.154847071,2.229119552,62.40505541,6.659979126,2.107982589,1.518769043,1.571117418,32.93754987,3.515154232,1.11259867,0.801610234,0.829239843
A700V826M2R5ATE028,2.5,,82,rectangular,1,73,43,20,,,0.012,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1529.323001,163.2120859,51.65905611,37.21955561,38.50242563,923.203848,98.52596583,31.18493565,22.46826664,23.24269463,751.2570875,80.17550001,25.37673991,18.28355091,18.91374165,529.4974398,56.50891379,17.88591287,12.88652521,13.33069325,279.4701201,29.82555106,9.44023114,6.801541382,7.035974421,169.3179037,18.06990951,5.719395498,4.120736514,4.262768552,102.2118546,10.90823193,3.452617876,2.487558092,2.573298334,83.17489183,8.876573216,2.809567633,2.024250279,2.094021397,58.62293084,6.256344027,1.980226068,1.426722434,1.475898181,30.94133473,3.302114582,1.045168448,0.753027796,0.778982882
A700D107M2R5ATE018,2.5,,100,rectangular,1,73,43,31,,,0.015,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,983.136215,104.9220552,33.20939321,23.92685718,24.75155934,593.488188,63.33812089,20.04745864,14.44388569,14.94173226,482.9509848,51.54139286,16.31361851,11.7537113,12.15883392,340.3912113,36.32715887,11.49808685,8.284194777,8.569731372,179.6593629,19.17356854,6.068720018,4.37241946,4.523126414,202.0891109,21.56731135,6.826375271,4.91829842,5.08782053,121.9947942,13.01950263,4.120866497,2.969020948,3.071356076,99.27325799,10.59461964,3.353354916,2.416040656,2.499315861,69.96930455,7.467249323,2.36349563,1.70286226,1.761555893,36.92998016,3.941233533,1.247459115,0.898775111,0.929753763
A700D107M2R5ATE025,2.5,,100,rectangular,1,73,43,31,,,0.015,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1365.466965,145.7250767,46.12415724,33.23174608,34.37716574,824.28915,87.96961235,27.84369255,20.06095235,20.75240592,670.7652567,71.58526787,22.65780349,16.32459902,16.88726933,472.7655713,50.45438732,15.96956507,11.50582608,11.90240468,249.526893,26.6299563,8.428777803,6.072804805,6.282120019,174.7797715,18.65280982,5.903892127,4.253663498,4.400277215,105.5090112,11.26011038,3.563992646,2.567801901,2.656307958,85.85795285,9.162914287,2.900198847,2.089548675,2.161570474,60.51399312,6.458161577,2.044104328,1.472745738,1.523507799,31.9394423,3.408634407,1.078883559,0.777319015,0.804111362
A700D107M2R5ATE028,2.5,,100,rectangular,1,73,43,31,,,0.015,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,1529.323001,163.2120859,51.65905611,37.21955561,38.50242563,923.203848,98.52596583,31.18493565,22.46826664,23.24269463,751.2570875,80.17550001,25.37673991,18.28355091,18.91374165,529.4974398,56.50891379,17.88591287,12.88652521,13.33069325,279.4701201,29.82555106,9.44023114,6.801541382,7.035974421,163.8560358,17.4870092,5.534898869,3.987809529,4.125259889,98.914698,10.55635348,3.341243106,2.407314282,2.49028871,80.4918308,8.590232144,2.718936419,1.958951883,2.02647232,56.73186855,6.054526478,1.916347808,1.38069913,1.428288562,29.94322716,3.195594756,1.011453336,0.728736577,0.753854402
A700D127M2R5ATE015,2.5,,120,rectangular,1,73,43,31,,,0.018,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,819.2801791,87.43504601,27.67449434,19.93904765,20.62629945,494.57349,52.78176741,16.70621553,12.03657141,12.45144355,402.459154,42.95116072,13.59468209,9.794759415,10.1323616,283.6593428,30.27263239,9.58173904,6.903495648,7.14144281,149.7161358,15.97797378,5.057266682,3.643682883,3.769272011,223.9365823,23.89891258,7.564361787,5.450006357,5.637855182,135.1834206,14.42701642,4.566365578,3.289996186,3.403394571,110.0055021,11.73998393,3.715879772,2.67723424,2.76951217,77.53355369,8.27451952,2.619008671,1.886955477,1.951994368,40.92241045,4.367312834,1.38231956,0.995939988,1.030267683
A700D127M2R5ATE018,2.5,,120,rectangular,1,73,43,31,,,0.018,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,983.136215,104.9220552,33.20939321,23.92685718,24.75155934,593.488188,63.33812089,20.04745864,14.44388569,14.94173226,482.9509848,51.54139286,16.31361851,11.7537113,12.15883392,340.3912113,36.32715887,11.49808685,8.284194777,8.569731372,179.6593629,19.17356854,6.068720018,4.37241946,4.523126414,202.0891109,21.56731135,6.826375271,4.91829842,5.08782053,121.9947942,13.01950263,4.120866497,2.969020948,3.071356076,99.27325799,10.59461964,3.353354916,2.416040656,2.499315861,69.96930455,7.467249323,2.36349563,1.70286226,1.761555893,36.92998016,3.941233533,1.247459115,0.898775111,0.929753763
A700D157M2R5ATE015,2.5,,150,rectangular,1,73,43,31,,,0.023,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,819.2801791,87.43504601,27.67449434,19.93904765,20.62629945,494.57349,52.78176741,16.70621553,12.03657141,12.45144355,402.459154,42.95116072,13.59468209,9.794759415,10.1323616,283.6593428,30.27263239,9.58173904,6.903495648,7.14144281,149.7161358,15.97797378,5.057266682,3.643682883,3.769272011,223.9365823,23.89891258,7.564361787,5.450006357,5.637855182,135.1834206,14.42701642,4.566365578,3.289996186,3.403394571,110.0055021,11.73998393,3.715879772,2.67723424,2.76951217,77.53355369,8.27451952,2.619008671,1.886955477,1.951994368,40.92241045,4.367312834,1.38231956,0.995939988,1.030267683
A700D157M2R5ATE018,2.5,,150,rectangular,1,73,43,31,,,0.023,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,983.136215,104.9220552,33.20939321,23.92685718,24.75155934,593.488188,63.33812089,20.04745864,14.44388569,14.94173226,482.9509848,51.54139286,16.31361851,11.7537113,12.15883392,340.3912113,36.32715887,11.49808685,8.284194777,8.569731372,179.6593629,19.17356854,6.068720018,4.37241946,4.523126414,202.0891109,21.56731135,6.826375271,4.91829842,5.08782053,121.9947942,13.01950263,4.120866497,2.969020948,3.071356076,99.27325799,10.59461964,3.353354916,2.416040656,2.499315861,69.96930455,7.467249323,2.36349563,1.70286226,1.761555893,36.92998016,3.941233533,1.247459115,0.898775111,0.929753763
A700D187M2R5ATE015,2.5,,180,rectangular,1,73,43,31,,,0.027,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,819.2801791,87.43504601,27.67449434,19.93904765,20.62629945,494.57349,52.78176741,16.70621553,12.03657141,12.45144355,402.459154,42.95116072,13.59468209,9.794759415,10.1323616,283.6593428,30.27263239,9.58173904,6.903495648,7.14144281,149.7161358,15.97797378,5.057266682,3.643682883,3.769272011,223.9365823,23.89891258,7.564361787,5.450006357,5.637855182,135.1834206,14.42701642,4.566365578,3.289996186,3.403394571,110.0055021,11.73998393,3.715879772,2.67723424,2.76951217,77.53355369,8.27451952,2.619008671,1.886955477,1.951994368,40.92241045,4.367312834,1.38231956,0.995939988,1.030267683
A700D187M2R5ATE018,2.5,,180,rectangular,1,73,43,31,,,0.027,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,983.136215,104.9220552,33.20939321,23.92685718,24.75155934,593.488188,63.33812089,20.04745864,14.44388569,14.94173226,482.9509848,51.54139286,16.31361851,11.7537113,12.15883392,340.3912113,36.32715887,11.49808685,8.284194777,8.569731372,179.6593629,19.17356854,6.068720018,4.37241946,4.523126414,202.0891109,21.56731135,6.826375271,4.91829842,5.08782053,121.9947942,13.01950263,4.120866497,2.969020948,3.071356076,99.27325799,10.59461964,3.353354916,2.416040656,2.499315861,69.96930455,7.467249323,2.36349563,1.70286226,1.761555893,36.92998016,3.941233533,1.247459115,0.898775111,0.929753763
A700X187M2R5ATE010,2.5,,180,rectangular,1,73,43,43,,,0.027,125,2000,3,,,,,0,Aluminum Organic Capacitor,0,KEMET,0.06,546.1867861,58.29003068,18.4496629,13.29269843,13.7508663,329.71566,35.18784494,11.13747702,8.024380941,8.300962367,268.3061027,28.63410715,9.063121396,6.52983961,6.754907732,189.1062285,20.18175493,6.387826026,4.602330432,4.760961873,99.81075719,10.65198252,3.371511121,2.429121922,2.512848008,256.7077895,27.39631442,8.671341561,6.247568263,6.46290716,154.9663602,16.53828712,5.234614199,3.771459042,3.901452313,126.1038683,13.45803036,4.259667056,3.069024617,3.174806634,88.8799274,9.485424816,3.002278232,2.163095303,2.23765208,46.91105588,5.006431785,1.584610227,1.141687303,1.181038564
