mfg_number,quantity,price,mfg_name,description
EDK226M016A9DAA,1,2.89,KEMET,CAP ALUM 22UF 20% 16V SMD
EEV226M025S9DAA,1,2.98,KEMET,CAP ALUM 22UF 20% 25V SMD
ESK227M035AG3AA,1,2.98,KEMET,CAP ALUM 220UF 20% 35V RADIAL TH
EXV226M035S9DAA,1,2.98,KEMET,CAP ALUM 22UF 20% 35V SMD
EEV107M6R3S9DAA,1,3.06,KEMET,CAP ALUM 100UF 20% 6.3V SMD
ESW477M016AG4AA,1,3.06,KEMET,CAP ALUM 470UF 20% 16V RADIAL TH
ESH477M025AG4AA,1,3.06,KEMET,CAP ALUM 470UF 20% 25V RADIAL TH
ESK108M6R3AG3AA,1,3.06,KEMET,CAP ALUM 1000UF 20% 6.3V RADIAL
EDH226M050A9GAA,1,3.14,KEMET,CAP ALUM 22UF 20% 50V SMD
EDH107M016A9GAA,1,3.14,KEMET,CAP ALUM 100UF 20% 16V SMD
ESW226M100AG3AA,1,3.14,KEMET,CAP ALUM 22UF 20% 100V RADIAL TH
EEV226M050A9GAA,1,3.14,KEMET,CAP ALUM 22UF 20% 50V SMD
EDK476M016A9GAA,1,3.23,KEMET,CAP ALUM 47UF 20% 16V SMD
ESK107M063AG3AA,1,3.23,KEMET,CAP ALUM RAD 85C
EDK476M025A9GAA,1,3.23,KEMET,CAP ALUM 47UF 20% 25V SMD
EDK227M010A9HAA,1,3.23,KEMET,CAP ALUM 220UF 20% 10V SMD
EDK106M063A9GAA,1,3.31,KEMET,CAP ALUM 10UF 20% 63V SMD
EEV226M050S9GAA,1,3.31,KEMET,CAP ALUM 22UF 20% 50V SMD
ESW227M035AH9AA,1,3.31,KEMET,CAP ALUM 220UF 20% 35V RADIAL TH
ESY107M035AG3AA,1,3.39,KEMET,CAP ALUM 100UF 20% 35V RADIAL TH
EDK106M100A9HAA,1,3.39,KEMET,CAP ALUM 10UF 20% 100V SMD
EEV476M035S9GAA,1,3.39,KEMET,CAP ALUM 47UF 20% 35V SMD
EEV107M016S9GAA,1,3.39,KEMET,CAP ALUM 100UF 20% 16V SMD
EEV476M025A9GAA,1,3.47,KEMET,CAP ALUM 47UF 20% 25V SMD
EXV105M050A9BAA,1,3.47,KEMET,CAP ALUM 1UF 20% 50V SMD
EXV106M025A9BAA,1,3.47,KEMET,CAP ALUM 10UF 20% 25V SMD
EEV226M035A9DAA,1,3.47,KEMET,CAP ALUM 22UF 20% 35V SMD
ESH107M063AH9AA,1,3.47,KEMET,CAP ALUM 100UF 20% 63V RADIAL TH
ESY477M016AG8AA,1,3.47,KEMET,CAP ALUM 470UF 20% 16V RADIAL TH
EXV475M035A9BAA,1,3.47,KEMET,CAP ALUM 4.7UF 20% 35V SMD
ESH476M100AH9AA,1,3.47,KEMET,CAP ALUM 47UF 20% 100V RADIAL TH
ESL227M035AG8AA,1,3.47,KEMET,CAP ALUM 220UF 20% 35V RADIAL TH
ESY107M050AG3AA,1,3.47,KEMET,CAP ALUM 100UF 20% 50V RADIAL TH
ESK107M050AH1AA,1,3.56,KEMET,CAP ALUM 100UF 20% 50V RADIAL TH
ESH337M035AH1AA,1,3.56,KEMET,CAP ALUM 330UF 20% 35V RADIAL TH
ESY337M025AG8AA,1,3.56,KEMET,CAP ALUM 330UF 20% 25V RADIAL TH
EDH476M050A9HAA,1,3.64,KEMET,CAP ALUM 47UF 20% 50V SMD
ESK107M063AH1EA,1,3.64,KEMET,CAP ALUM 100UF 20% 63V RADIAL TH
EDH107M025S9HAA,1,3.64,KEMET,CAP ALUM 100UF 20% 25V SMD
ESC227M035AH1AA,1,3.64,KEMET,CAP ALUM 220UF 20% 35V RADIAL TH
ESL337M025AGMAA,1,3.64,KEMET,CAP ALUM 330UF 20% 25V RADIAL TH
ESK477M025AH1EA,1,3.64,KEMET,CAP ALUM 470UF 20% 25V RADIAL TH
ESW227M025AG3AA,1,3.64,KEMET,CAP ALUM 220UF 20% 25V RADIAL TH
ESC227M035AH1EA,1,3.64,KEMET,CAP ALUM 220UF 20% 35V RADIAL TH
ESK477M025AH1AA,1,3.64,KEMET,CAP ALUM 470UF 20% 25V RADIAL TH
ESL476M100AH9AA,1,3.72,KEMET,CAP ALUM 47UF 20% 100V RADIAL TH
EDH107M025A9HAA,1,3.72,KEMET,CAP ALUM 100UF 20% 25V SMD
ESC127M050AG6AA,1,3.72,KEMET,CAP ALUM 120UF 20% 50V RADIAL TH
ESK108M010AH2AA,1,3.72,KEMET,CAP ALUM 1000UF 20% 10V RADIAL
ESC477M016AH1AA,1,3.8,KEMET,CAP ALUM 470UF 20% 16V RADIAL TH
EDK107M035S9HAA,1,3.8,KEMET,CAP ALUM 100UF 20% 35V SMD
EEV107M016A9GAA,1,3.89,KEMET,CAP ALUM 100UF 20% 16V SMD
EDH476M050S9HAA,1,3.97,KEMET,CAP ALUM 47UF 20% 50V SMD
EDT476M016S9HAA,1,3.97,KEMET,CAP ALUM 47UF 20% 16V SMD
ESW107M050AG3AA,1,3.97,KEMET,CAP ALUM 100UF 20% 50V RADIAL TH
ESE227M050AH2EA,1,3.97,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
