mfg_number,quantity,price,mfg_name,description
A765KN687M0JLAE012,1,8.02,KEMET,CAP ALUM POLY 680UF 20% 6.3V SMD
A755KS827M1AAAE014,1,8.1,KEMET,CAP ALUM POLY 820UF 20% 10V TH
A755KS108M0JAAE013,1,8.19,KEMET,CAP ALUM POLY 1000UF 20% 6.3V TH
A759KS157M1EAAE025,1,8.27,KEMET,CAP ALUM POLY 150UF 20% 25V TH
A755KS107M1DAAE020,1,8.27,KEMET,CAP ALUM POLY 100UF 20% 20V TH
A768MS567M1ELAE017,1,8.52,KEMET,CAP ALUM POLY 560UF 20% 25V SMD
A768KS567M1CLAE017,1,8.68,KEMET,CAP ALUM POLY 560UF 20% 16V SMD
A765KH187M1CLAE016,1,8.85,KEMET,CAP ALUM POLY 180UF 20% 16V SMD
A768KS397M1ELAE019,1,8.85,KEMET,CAP ALUM POLY 390UF 20% 25V SMD
A768MS567M1ELAS017,1,8.85,KEMET,CAP ALUM POLY 560UF 20% 25V SMD
A780KN396M1JLAS040,1,8.93,KEMET,CAP ALUM HYBRID 39UF 20% 63V SMD
A768MS277M1VLAS022,1,9.01,KEMET,CAP ALUM POLY 270UF 20% 35V SMD
A765KN128M0JLAE012,1,9.26,KEMET,CAP ALUM POLY 1200UF 20% 6.3V
A768MS277M1GLAS022,1,9.34,KEMET,CAP ALUM POLY 270UF 20% 40V SMD
A770MS337M1VLAS022,1,9.51,KEMET,CAP ALUM POLY 330UF 20% 35V SMD
A769KS826M1HLAS013,1,9.51,KEMET,CAP ALUM POLY 82UF 20% 50V SMD
A759MS477M1CAAE015,1,9.51,KEMET,CAP ALUM POLY 470UF 20% 16V TH
A750MV827M1EAAE014,1,9.59,KEMET,CAP ALUM POLY 820UF 20% 25V TH
A770MS108M1CLAS015,1,9.68,KEMET,CAP ALUM POLY 1000UF 20% 16V SMD
A750MV397M1VAAE020,1,9.76,KEMET,CAP ALUM POLY 390UF 20% 35V TH
A750MS567M1EAAE015,1,9.84,KEMET,CAP ALUM POLY 560UF 20% 25V TH
A759MS567M1CAAE015,1,9.92,KEMET,CAP ALUM POLY 560UF 20% 16V TH
A765KH337M1ALAE017,1,10.09,KEMET,CAP ALUM POLY 330UF 20% 10V SMD
A759KS227M1EAAE025,1,10.17,KEMET,CAP ALUM POLY 220UF 20% 25V TH
A765KN397M1CLAE016,1,10.58,KEMET,CAP ALUM POLY 390UF 20% 16V SMD
A780MN277M1VLAS025,1,10.83,KEMET,CAP ALUM HYB 270UF 20% 35V SMD
A768MS687M1DLAS015,1,10.92,KEMET,CAP ALUM POLY 680UF 20% 20V SMD
A755MS108M1AAAE013,1,10.92,KEMET,CAP ALUM POLY 1000UF 20% 10V TH
A750MW188M1CAAE010,1,11,KEMET,CAP ALUM POLY 1800UF 20% 16V TH
A755MS477M1CAAE013,1,11.33,KEMET,CAP ALUM POLY 470UF 20% 16V TH
A767KN336M1VLAE031,1,11.41,KEMET,CAP ALUM POLY 33UF 20% 35V SMD
A781MN187M1VLAS025,1,11.83,KEMET,CAP ALUM HYB 180UF 20% 35V SMD
A780MS567M1ELAS022,1,11.91,KEMET,CAP ALUM HYB 560UF 20% 25V SMD
A781MN686M1JLAS035,1,11.91,KEMET,CAP ALUM HYBRID 68UF 20% 63V SMD
A755MS108M1CAAE012,1,12.16,KEMET,CAP ALUM POLY 1000UF 20% 16V TH
A784MS477M1ELAS018,1,12.49,KEMET,CAP ALUM HYB 470UF 20% 25V SMD
A781MS277M1VLAS022,1,12.73,KEMET,CAP ALUM HYB 270UF 20% 35V SMD
A781MS157M1HLAS028,1,12.98,KEMET,CAP ALUM HYB 150UF 20% 50V SMD
A780MS157M1HLAS025,1,12.98,KEMET,CAP ALUM HYB 150UF 20% 50V SMD
A781MS567M1ELAS022,1,12.98,KEMET,CAP ALUM HYB 560UF 20% 25V SMD
A759MS227M1EAAE022,1,13.07,KEMET,CAP ALUM POLY 220UF 20% 25V TH
A759KK106M1KAAE075,1,13.4,KEMET,CAP ALUM POLY 10UF 20% 80V TH
A755MS337M1EAAE015,1,13.64,KEMET,CAP ALUM POLY 330UF 20% 25V TH
A700V686M006ATE028,1,13.73,KEMET,CAP ALUM POLY 68UF 20% 6.3V SMD
A759KS335M2EAAE512,1,14.89,KEMET,CAP ALUM POLY 3.3UF 20% 250V TH
A767KN226M1JLAE045,1,15.3,KEMET,CAP ALUM POLY 22UF 20% 63V SMD
A765MU227M1ELAE050,1,15.96,KEMET,CAP ALUM POLY 220UF 20% 25V SMD
A781MN107M1HLAV030,1,16.7,KEMET,CAP ALUM HYB 100UF 20% 50V SMD
A781MN477M1ELAV025,1,16.87,KEMET,CAP ALUM HYB 470UF 20% 25V SMD
A784MW157M1JLAS015,1,17.04,KEMET,CAP ALUM HYB 150UF 20% 63V SMD
A700V337M2R5ATE4R5,1,17.12,KEMET,CAP ALUM POLY 330UF 20% 2.5V SMD
A767KN336M1HLAE045,1,17.2,KEMET,CAP ALUM POLY 33UF 20% 50V SMD
A700V477M002ATE006,1,17.53,KEMET,CAP ALUM POLY 470UF 20% 2V SMD
A720V477M002APE4R5,1,17.94,KEMET,CAP ALUM POLY 470UF 20% 2V SMD
A720V477M2R5APE4R5,1,18.19,KEMET,CAP ALUM POLY 470UF 20% 2.5V SMD
A767KN336M1JLAE042,1,18.44,KEMET,CAP ALUM POLY 33UF 20% 63V SMD
A700W227M2R5ATE009,1,19.35,KEMET,CAP ALUM POLY 220UF 20% 2.5V SMD
A759MS686M1JAAE047,1,19.52,KEMET,CAP ALUM POLY 68UF 20% 63V TH
A700V226M12RATE030,1,19.85,KEMET,CAP ALUM POLY 22UF 20% 12.5V SMD
A700V107M002ATE028,1,20.09,KEMET,CAP ALUM POLY 100UF 20% 2V SMD
A700V825M016ATE045,1,20.09,KEMET,CAP ALUM POLY 8.2UF 20% 16V SMD
